movie_title,genre,release_date,director,actor,rating,duration,language,country,box_office
Sex & Drugs & Rock & Roll,drama,12/26/2015,Arman Brockelsby,Lane Robez,8.6,63,Northern Sotho,China,Yuan Renminbi
It's a Boy Girl Thing,romance,7/2/2021,Gabriell Hazley,Sophi Northleigh,8.7,102,Assamese,Angola,Kwanza
EMR,drama,9/23/2015,Suzy Hellsdon,Pace Crickmer,6.6,144,Nepali,China,Yuan Renminbi
Waydowntown,thriller,2/1/2008,Armstrong Stanyer,Thibaud Kadd,8.8,146,Hungarian,Antigua and Barbuda,Dollar
Unknown,comedy,1/9/2015,Halli Buttrick,Shina Huffa,8.0,60,Yiddish,Albania,Lek
The Woman in Black 2: Angel of Death,comedy,3/15/2014,Alana Burtwistle,Gabie McWhirter,9.8,113,Malayalam,China,Yuan Renminbi
The Man Who Lived Again,drama,3/21/2017,Stillmann Font,Corinna Batrip,5.5,94,Malayalam,Syria,Pound
Margin Call,comedy,12/7/2011,Marlie Kinforth,Skipton Oxbie,2.4,229,Filipino,China,Yuan Renminbi
Candleshoe,thriller,4/20/2002,Joyous Gourley,Grete Yirrell,3.7,200,Japanese,Philippines,Peso
"Theory of Everything, The",thriller,5/13/2002,Lukas Proudler,Ranice McAteer,5.1,67,Burmese,Poland,Zloty
Iron Man: Rise Of Technovore,comedy,10/14/2022,Celesta McCuish,Sarena Repper,6.2,127,Bislama,Russia,Ruble
Good Luck Chuck,thriller,5/16/2012,Lanni Shadfourth,Sheffield Kippie,1.9,158,French,Armenia,Dram
"OH in Ohio, The",romance,2/8/2020,Judie Menham,Dell Pallin,9.8,164,Latvian,Slovenia,Euro
Black Tights (1-2-3-4 ou Les Collants noirs),romance,3/21/2018,Stacey Inworth,Korella Marton,2.6,82,Gujarati,Brazil,Real
"Good Shepherd, The",drama,4/28/2003,Estelle Allbut,Rosalyn Eingerfield,9.2,63,Estonian,Sweden,Krona
"Keeper, The",comedy,11/29/2005,Harmon Lente,Joleen Ashburner,4.7,156,Romanian,Germany,Euro
"Gatekeepers, The",thriller,8/11/2019,Leigha Pendrey,Petey Fryett,7.9,140,Tajik,Serbia,Dinar
"Last Airbender, The",drama,3/25/2019,Latisha Crudginton,Liesa Aylett,3.6,218,English,China,Yuan Renminbi
Slumdog Millionaire,romance,8/11/2020,Gardner Pennini,Winthrop Gorcke,9.2,127,Kazakh,Afghanistan,Afghani
Weird Science,action,7/28/2007,Oliver Antrag,Shani Cristou,3.5,196,Kazakh,Australia,Dollar
"Pest, The",romance,11/30/2014,Caril Vasyushkhin,Gabey Stiffkins,5.5,71,Persian,Indonesia,Rupiah
Butterfly Girl,drama,7/1/2004,Leonard Perell,Aurora Shutle,7.0,95,Burmese,China,Yuan Renminbi
Band of Outsiders (Bande à part),thriller,12/3/2006,Ina Grant,Janela Schoolcroft,9.6,223,Dzongkha,Russia,Ruble
Hatchet III,romance,3/24/2018,Christian Celloni,Jessie Ziebart,2.4,145,Indonesian,China,Yuan Renminbi
Morning for the Osone Family,drama,10/16/2007,Jilly Arbuckle,Moe Constantinou,7.1,206,Korean,Peru,Sol
"Lady and the Duke, The (Anglaise et le duc, L')",action,11/1/2021,Putnam Ramsay,Nani Musgrove,6.1,187,Guaraní,Canada,Dollar
"Woods, The",drama,12/27/2000,Killian Di Matteo,Gael Petera,6.8,139,Marathi,Israel,Shekel
"Son-Daughter, The",action,8/22/2022,Dacey Zavattari,Cati Gemlbett,9.5,118,Malagasy,Brazil,Real
Peking Opera Blues (Do ma daan),thriller,10/3/2019,Annaliese Parrington,Devinne Demetr,2.6,93,Burmese,Russia,Ruble
The Harry Hill Movie,comedy,11/10/2004,Brendan Jeggo,Dasya Kerman,6.8,225,Marathi,Russia,Ruble
Toy Story,drama,9/29/2016,Dru Paydon,Dominique Blaney,1.9,179,Somali,Philippines,Peso
"Dead Next Door, The",romance,5/28/2002,Ransell Larrosa,Alphard Shipperbottom,2.4,200,Moldovan,China,Yuan Renminbi
Yesterday,romance,10/27/2019,Agna Scamp,Daryle Grenter,4.2,78,Danish,China,Yuan Renminbi
Broken Lullaby (a.k.a. The Man I Killed),action,5/31/2015,Rikki Rickards,Neila Fraser,5.0,209,Lao,Russia,Ruble
Whoopee!,romance,2/12/2005,Erroll Osanne,Joelle Matsell,4.7,223,Ndebele,China,Yuan Renminbi
"Object of My Affection, The",action,4/10/2006,Virginia Costellow,Marsiella Meakes,2.8,174,Kannada,Greece,Euro
Gettysburg,thriller,3/17/2021,Krystalle Brunton,Manny Lentsch,4.0,204,Icelandic,France,Euro
"Roaring Twenties, The",comedy,6/24/2012,Randy Gronw,Don Tockell,3.6,222,Hindi,Brazil,Real
Do We Really Need the Moon?,comedy,12/1/2009,Zach Barks,Ashia Bottleson,2.3,219,Portuguese,Indonesia,Rupiah
From Beyond the Grave (Creatures),drama,12/19/2010,Woodman Clougher,Laney Credland,7.1,231,German,Iran,Rial
Head Over Heels,action,11/30/2013,Randolf Isacke,See Riseam,7.1,212,Khmer,Philippines,Peso
Conan the Barbarian,action,10/10/2010,Faith Keddle,Raimondo Crocket,1.3,126,Pashto,Czech Republic,Koruna
"Bloody Child, The",romance,1/9/2020,Aaron Nijs,Ninon Beddoe,7.5,174,Spanish,Iran,Rial
Madonna: Truth or Dare,romance,3/15/2010,Consuela Spileman,Delainey Hobden,6.8,220,Ndebele,Liberia,Dollar
Tom Thumb,action,10/11/2005,Rickie Gregoretti,Tiebold Dudeney,5.4,174,Romanian,China,Yuan Renminbi
Fate of a Man (Sudba cheloveka),romance,2/11/2017,Rogerio Hessle,Catarina Nassey,4.1,199,French,Poland,Zloty
"Great Magician, The (Daai mo seut si)",comedy,8/11/2017,Ancell Runham,Lexy Gumbrell,2.6,173,Estonian,Brazil,Real
"Thick as Thieves (a.k.a. Code, The)",comedy,3/16/2011,Morrie Edser,Trenna Power,9.5,94,Tamil,Japan,Yen
From Hell It Came,drama,1/31/2006,Carma Floyde,Corrie Perel,7.0,202,Chinese,China,Yuan Renminbi
Cesar & Rosalie (César et Rosalie),comedy,1/24/2017,Peyton Palfrie,Julian Timby,3.7,118,Khmer,Indonesia,Rupiah
"Welcome Home, Roscoe Jenkins",comedy,6/18/2014,Nan Pasby,Aili Cancutt,9.9,220,Gagauz,Portugal,Euro
Micki + Maude,drama,9/16/2001,Nathalie Sandys,Veriee Temple,9.1,79,Kurdish,Afghanistan,Afghani
Taking Care of Business,romance,3/5/2001,Mendy Cornil,Abbye Grizard,2.8,141,Spanish,Panama,Balboa
"Champion, The",drama,7/4/2000,Honey Garrelts,Dal Durrad,2.3,156,Georgian,Philippines,Peso
Bride of the Wind,action,12/29/2007,Lettie Haly,Mildrid Majury,6.1,146,Malagasy,Indonesia,Rupiah
"Lonely Wife, The (Charulata)",thriller,7/16/2018,Cesar Terrett,Cecilius De Rechter,4.3,99,Tajik,France,Euro
"Door in the Floor, The",drama,7/1/2011,Inigo Kesteven,Dianemarie Brundle,8.3,163,Tetum,Vietnam,Dong
House II: The Second Story,romance,12/31/2004,Laina Yelland,Pietra Albasiny,1.5,79,French,Oman,Rial
"Signos del zodiaco, Los",thriller,9/25/2012,Pearle Gerauld,Rourke Gornar,5.3,130,Portuguese,China,Yuan Renminbi
"Danger! 50,000 Zombies",drama,2/8/2001,Edwin Virr,Krisha Fydoe,6.3,155,Portuguese,Colombia,Peso
Broadway Melody of 1940,romance,6/16/2006,Gabriellia Rennox,Jonathan Linnemann,7.7,181,Tswana,France,Euro
Cruel Story of Youth (Seishun zankoku monogatari),action,9/26/2002,Yvonne Heaseman,Merilee Gimbrett,5.9,118,Dhivehi,Japan,Yen
"Ballroom, The (Chega de Saudade)",comedy,10/11/2021,Mose Spellecy,Cicely Gatty,6.4,60,Malayalam,China,Yuan Renminbi
I'll See You in My Dreams,comedy,9/19/2015,Devan O'Riordan,Carmen Gullis,8.8,62,Tswana,Sweden,Krona
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",comedy,1/11/2007,Sylvan MacAndrew,Trixy Klemencic,2.3,226,Burmese,Vietnam,Dong
The Clowns,comedy,3/1/2011,Mohandis O'Sheilds,Jerri Birds,3.6,114,Polish,Japan,Yen
"Elephant in the Living Room, The",thriller,10/26/2022,Filmore Heustice,Natividad Syseland,2.9,99,West Frisian,Cameroon,Franc
Amazing Journey: The Story of The Who,action,11/28/2005,Montgomery Sodor,Giffard McComb,3.8,158,Luxembourgish,China,Yuan Renminbi
House of Flying Daggers (Shi mian mai fu),thriller,9/25/2016,Lucho Towns,Lindi Aloshechkin,6.6,115,Persian,Indonesia,Rupiah
The Little Kidnappers,drama,1/17/2008,Otis Valler,Carter Stiddard,2.4,194,Dhivehi,Serbia,Dinar
The Trial of Lee Harvey Oswald,romance,6/28/2012,Garnette Thurbon,May Hazlewood,1.9,105,Tswana,Indonesia,Rupiah
"Tempest, The",action,1/13/2014,Arlene Kiggel,Augy Scatcher,1.0,181,Guaraní,Uganda,Shilling
"Regular Lovers (Amants réguliers, Les)",thriller,8/15/2003,Valle Le Leu,Kat Hearns,6.1,153,Dzongkha,Peru,Sol
Loverboy,thriller,4/7/2022,Hanni Kimberly,Britteny Bohl,2.9,193,Dari,China,Yuan Renminbi
One Direction: This Is Us,drama,8/20/2018,Bevon Melhuish,Boy Felderer,2.5,65,Burmese,Greece,Euro
"Wedding, A",comedy,11/6/2014,Wait Tyers,Ibbie Peplow,3.9,101,Georgian,Indonesia,Rupiah
Love Is News,action,5/11/2000,Frasier Webbe,Tudor Minett,9.1,129,Persian,China,Yuan Renminbi
"Man with Bogart's Face, The",romance,4/25/2021,Dene Pipes,Elayne Lambrook,7.8,214,Malay,Portugal,Euro
Frozen Land (Paha maa),drama,5/30/2011,Sunny McIlheran,Sergent Stringfellow,9.9,104,Chinese,Czech Republic,Koruna
Barricade,comedy,5/18/2019,Fleming Ramstead,Erny Bloyes,4.4,111,Guaraní,Indonesia,Rupiah
Husk,drama,7/10/2010,Wilhelm Scamel,Harley Garvan,2.8,182,Hungarian,China,Yuan Renminbi
Tom Horn,drama,3/18/2020,Eduino Longina,Nevsa Danelutti,6.2,96,Korean,Costa Rica,Colon
Tea For Two,thriller,3/13/2021,Bernarr Gallant,Yuma Cumbridge,4.7,193,Kazakh,Slovenia,Euro
Looking for Comedy in the Muslim World,comedy,7/12/2006,Evy Castano,Debra Craine,3.3,61,Oriya,Democratic Republic of the Congo,Franc
May,romance,7/17/2001,Lotte Audritt,Marcus Frigout,3.3,114,Telugu,Colombia,Peso
Human Traffic,romance,8/4/2019,Josy Roddie,Aurthur Custard,3.2,79,Tsonga,Poland,Zloty
Kidulthood,thriller,1/29/2018,Malena Newns,Babb Cosson,8.9,85,Hebrew,Ukraine,Hryvnia
Mac,drama,10/20/2008,Lyndsey Allridge,Ardeen O'Finan,9.2,200,Burmese,Brazil,Real
"End of St. Petersburg, The (Konets Sankt-Peterburga)",romance,5/1/2015,Pancho Hache,Debee Dullard,1.6,230,Lao,China,Yuan Renminbi
London After Midnight,drama,3/5/2000,Rosemary McGuiness,Allis Forrestall,6.1,172,Arabic,China,Yuan Renminbi
22 Jump Street,romance,10/27/2006,Bryan Lefever,Margit Jacobovitz,8.9,120,Belarusian,Finland,Euro
"Wild Blue Yonder, The",comedy,12/6/2017,Hughie Howels,Caz Dymick,10.0,123,Hungarian,Indonesia,Rupiah
Odd Girl Out,drama,3/9/2013,Griffin Lismore,Dorolisa Androli,1.9,227,Croatian,Sweden,Krona
Inferno,comedy,11/5/2006,Thaxter Lerwell,Bancroft McDiarmid,8.7,130,Latvian,China,Yuan Renminbi
"Killing Machine, The (Icarus)",action,9/19/2011,Barbabra Giffin,Ara Fetherston,7.6,103,Hiri Motu,Bangladesh,Taka
Dead Rising: Watchtower,thriller,8/15/2015,Monty Greenough,Erda Noulton,4.6,105,New Zealand Sign Language,Slovenia,Euro
Sister My Sister,romance,12/2/2020,Lionel Ebi,Alyda Trickett,5.6,179,Punjabi,France,Euro
American Mary,comedy,12/4/2021,Natalina Tadd,Delinda Gilbane,7.5,192,Dutch,Indonesia,Rupiah
"Four Musketeers, The",drama,8/21/2000,Renell Ballchin,Foster McWhan,9.7,84,Catalan,Russia,Ruble
Joe Somebody,comedy,7/9/2004,Kinnie Keri,Leontine Ratt,5.3,85,Fijian,Azerbaijan,Manat
Metalstorm: The Destruction of Jared-Syn,drama,2/17/2012,Camala Kopisch,Carmelina Pell,8.6,138,Czech,China,Yuan Renminbi
"Old Man and the Sea, The",action,9/28/2011,Candi Jennens,Fanechka Hazard,8.4,88,Persian,Philippines,Peso
"Christmas Toy, The",comedy,10/14/2008,Patrica Dionisetto,Blane Holme,4.0,197,Ndebele,Indonesia,Rupiah
"Trip to Mars, A",comedy,4/6/2012,Sonnie Lias,Rachele Matelyunas,5.7,91,Romanian,Portugal,Euro
Gabbeh,comedy,4/14/2019,Daniella Boraston,Truman Sowman,9.3,169,Albanian,Benin,Franc
"Beguiled, The",comedy,4/18/2013,Lemmy Speir,Stu Gooch,7.2,78,Bosnian,China,Yuan Renminbi
Against the Current,action,10/21/2019,Larine Lanham,Winny Fain,9.1,173,Yiddish,France,Euro
"Soldier, The",romance,7/29/2001,Lula Karpfen,Katy Sorbie,1.8,135,Khmer,China,Yuan Renminbi
Antz,drama,12/19/2011,Ferdinanda Skedgell,Onfre Girault,4.2,79,Gujarati,Russia,Ruble
Splinterheads,comedy,2/11/2012,Wynn Bradnocke,Ania Franzewitch,5.7,131,Japanese,France,Euro
Welcome Mr. Marshall (Bienvenido Mister Marshall),thriller,2/11/2015,Idell Click,Angeline Helling,2.2,155,Kannada,China,Yuan Renminbi
Darling Companion,romance,6/28/2010,Winifield Doby,Fredra Bourgeois,6.8,183,Armenian,China,Yuan Renminbi
Lolita,drama,8/27/2016,Henry Jesty,Geri Laborde,5.0,76,Lithuanian,Russia,Ruble
Cimarron,thriller,1/6/2005,Garnette Murcutt,Hirsch Philott,5.6,173,Gujarati,Senegal,Franc
Sonny,comedy,3/11/2013,Wrennie Yashin,Kayley Keinrat,3.2,144,German,Afghanistan,Afghani
"Human Tornado, The",romance,4/19/2000,Llewellyn Agerskow,Jacenta Cleeton,8.6,77,Indonesian,El Salvador,Dollar
Immortals,drama,10/2/2005,Deane Childerley,Laughton Betjes,2.2,110,Lithuanian,Bangladesh,Taka
Different from the Others (Anders als die Andern),drama,12/10/2010,Callean Matyukon,Hernando Kroin,7.6,227,Mongolian,Croatia,Kuna
Chill,drama,3/19/2022,Aldin Bengoechea,Ario Kringe,3.7,225,Japanese,Russia,Ruble
13 Assassins (Jûsan-nin no shikaku),romance,10/12/2022,Annabelle Sturton,Ede Lorraine,3.4,195,Aymara,Bolivia,Boliviano
"12 Dogs of Christmas, The",thriller,12/1/2008,Lindsay Fynes,Marijn Spiniello,6.6,172,Icelandic,Argentina,Peso
Black Sun (Kuroi taiyô),romance,12/1/2008,Atlanta Haversham,Michaela Saveall,5.7,143,Luxembourgish,China,Yuan Renminbi
Captain January,thriller,5/16/2006,Sandra Vibert,Sidney Jane,8.8,214,Spanish,Chile,Peso
Meet Me in St. Louis,comedy,6/2/2021,Jordon Dyet,Westley Kermeen,8.7,211,Swahili,China,Yuan Renminbi
A Home at the End of the World,action,10/11/2016,Lorry Georgot,Julita Jakubski,4.0,174,German,China,Yuan Renminbi
Blood Simple,drama,3/6/2017,Lek Raecroft,Shannen Piddlesden,10.0,110,Afrikaans,Cameroon,Franc
Tormented,thriller,1/20/2011,Karry Shearmer,Davina Graalmans,1.9,107,Ndebele,China,Yuan Renminbi
Heartburn,thriller,5/10/2015,Carmen De Vere,Shanna Louisot,7.3,97,Korean,Yemen,Rial
Baxter,action,4/6/2004,Stephana Readings,Daniel Copper,4.5,89,Luxembourgish,Indonesia,Rupiah
Varasto,thriller,9/28/2009,Emili Chimenti,Alf Roddam,6.2,212,Burmese,Cyprus,Euro
"Russian Specialist, The (Mechanik, The)",romance,5/17/2018,Karen Nolin,Berri Geeve,3.5,143,Dzongkha,Indonesia,Rupiah
Reunion,drama,8/8/2015,Wainwright Nix,Mallissa Langford,8.6,68,Romanian,Argentina,Peso
Cabin Fever,action,6/4/2022,Darlene Ickowicz,Staford Shale,4.4,181,Tetum,Azerbaijan,Manat
Cabaret,romance,10/24/2019,Appolonia Frantzeni,Gretal Schoenfisch,9.2,191,Japanese,Indonesia,Rupiah
Gung Ho,drama,2/28/2020,Nichole Coller,Leena Retchless,9.2,145,Kyrgyz,South Africa,Rand
Silent Hill: Revelation 3D,action,6/15/2018,Loren Ivshin,Jacky Lawtie,3.2,113,Swati,Portugal,Euro
"Debt, The (Dlug)",drama,11/14/2012,Normand Carnoghan,Mack Healeas,3.4,217,Italian,Russia,Ruble
"Strangler, The",thriller,2/6/2019,Jamesy Gomar,Tyrus Ogilvie,8.1,152,Tok Pisin,China,Yuan Renminbi
I Saw Mommy Kissing Santa Claus,action,4/23/2009,Ned Remirez,Freddie Wildash,4.3,142,Tsonga,Nepal,Rupee
Quarantine,comedy,6/27/2021,Ulric Bumford,Alvy Woollard,5.6,88,Spanish,Armenia,Dram
American Winter,action,4/9/2004,Riccardo McManus,Lexis Johnstone,5.7,148,Arabic,Peru,Sol
Hereafter,action,6/7/2004,Ivory Oates,Tim Phoenix,5.2,121,Catalan,China,Yuan Renminbi
Shenandoah,comedy,3/21/2000,Renaldo Pinkard,Feodora Tomanek,7.9,63,Maltese,Philippines,Peso
City of Fear,comedy,4/28/2021,Auria Trazzi,Carol Sprulls,1.9,142,Armenian,Mexico,Peso
Can-Can,thriller,12/20/2008,Court Buxy,Joanie Heibl,5.4,68,Burmese,Norway,Krone
The Boys,comedy,5/17/2022,Katharine Rooney,Janot Scoles,2.4,74,Afrikaans,France,Euro
Masti,action,12/25/2005,Kathrine Bisgrove,Danna Balharry,2.9,134,Punjabi,United States,Dollar
"Fighting Temptations, The",thriller,12/28/2001,Hewitt Sutherden,Aidan Preston,2.4,84,Mongolian,China,Yuan Renminbi
Zulu Dawn,drama,6/4/2005,Raffarty Bang,Kelwin Ruddlesden,1.8,126,Tetum,Russia,Ruble
White Fang 2: Myth of the White Wolf,action,7/24/2005,Bastian Ostrich,Jeremy Starsmore,9.9,105,Zulu,Angola,Kwanza
"Perfect Couple, A",action,7/18/2006,Vilma Sterke,Morganne Blazek,6.1,70,Irish Gaelic,Greece,Euro
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat),romance,10/20/2009,Krysta Custy,Pierre Fitzackerley,6.1,112,Kannada,China,Yuan Renminbi
Gentlemen,romance,11/15/2012,Winfield Kahane,Berte McFetridge,2.6,125,Punjabi,France,Euro
Grumpier Old Men,drama,6/6/2009,Amity Hruska,Joelly Druce,3.3,152,Gujarati,Brazil,Real
Sandra of a Thousand Delights (Vaghe stelle dell'Orsa...),romance,4/5/2010,Jori Habbal,Aldo Laise,5.2,73,Guaraní,China,Yuan Renminbi
"Door in the Floor, The",comedy,8/29/2008,Mirabelle Koschek,Hartwell Milliere,9.0,169,Moldovan,Indonesia,Rupiah
Curse of Chucky (Child's Play 6),drama,2/18/2014,Jorie Clitsome,Alphonse Rixon,4.7,99,Burmese,China,Yuan Renminbi
Akeelah and the Bee,comedy,12/7/2000,Bink Capin,Archibold Aslie,5.8,75,Pashto,Azerbaijan,Manat
Photographer (Fotoamator),romance,3/19/2014,Thain Grevel,Sibley Wigfield,2.3,118,Korean,Mongolia,Tugrik
Curse of the Golden Flower (Man cheng jin dai huang jin jia),action,8/8/2003,Land Paulisch,Kaile Long,8.9,84,Swahili,China,Yuan Renminbi
Bill Hicks: Sane Man,romance,10/23/2003,Ignace Cotterrill,Millard Bentje,8.7,232,Kurdish,Comoros,Franc
Full Speed (À toute vitesse),drama,12/4/2004,Jami Fetteplace,Borden Ansty,9.1,239,Tamil,France,Euro
Exodus (Cheut ai kup gei),thriller,7/20/2001,Byram Pick,Cherilyn Amyes,2.1,215,Papiamento,Indonesia,Rupiah
"O Auto da Compadecida (Dog's Will, A)",comedy,9/22/2018,Ondrea Coldicott,Lilly Sainte Paul,1.6,149,Tswana,Thailand,Baht
"Bench, The (Bænken)",drama,10/21/2005,Megan Lowth,Cull Zincke,1.6,238,Italian,China,Yuan Renminbi
"Mummy Returns, The",comedy,7/25/2020,Carolan Dwire,Benn Gery,3.6,216,Oriya,Brazil,Real
2LDK,comedy,12/12/2006,Adrian Pentycross,Raymond Raoult,1.4,72,Kurdish,China,Yuan Renminbi
Harsh Times,thriller,12/9/2015,Orsola Cockhill,Job Ticksall,2.5,126,Montenegrin,China,Yuan Renminbi
Interceptor,action,8/14/2009,Carie Willbond,Sarena Cleal,1.0,205,Bosnian,China,Yuan Renminbi
Critters 3,romance,2/21/2009,Cayla Antonelli,Nicko Matyukon,6.4,72,Amharic,Sweden,Krona
Home Page,drama,12/6/2019,Ted Keneforde,Felicity Boor,3.5,221,Arabic,Afghanistan,Afghani
Art and Craft,action,9/17/2016,Bar Sweeten,Florian McKennan,6.8,71,Croatian,Kosovo,Euro
Universal Soldier: Regeneration,comedy,5/29/2014,Shel Hovie,Ethelbert Borne,9.7,158,Bengali,Croatia,Kuna
"Prowler, The",comedy,5/27/2007,Carson Burghall,Tate Matzel,9.9,80,Tswana,Portugal,Euro
Moon,romance,5/11/2004,Julian Thornewell,Munroe O'Lahy,8.2,99,Dzongkha,Indonesia,Rupiah
"See Here, Private Hargrove",comedy,2/12/2004,Suellen Cudbird,Halsy Tewelson,6.8,126,Romanian,China,Yuan Renminbi
Boarding Gate,action,4/11/2008,Gilberte Kermath,Farica Nussgen,5.1,182,Telugu,China,Yuan Renminbi
The Army,thriller,2/13/2010,Boigie Allom,Hadria Riddiford,3.3,235,Kyrgyz,Russia,Ruble
Break Up,romance,11/7/2011,Ebony Thornthwaite,Alfi Simenon,7.2,92,Maltese,Poland,Zloty
"Grand Dukes, The (Les grands ducs)",comedy,8/5/2017,Devlen Fleming,Prince Silson,7.7,229,Kurdish,Palestinian Territory,Shekel
Harry and Tonto,action,4/14/2011,Hermann Long,Loren Meus,9.2,161,Gagauz,Cameroon,Franc
"Maiden Heist, The",romance,2/26/2014,Chickie Middle,Estelle Columbell,3.8,236,Italian,Afghanistan,Afghani
Scream,action,2/18/2010,Zena Cayzer,Gena Hansie,8.3,111,Albanian,Kazakhstan,Tenge
Abandon,action,9/23/2015,Courtnay Deeman,Isidora Dollimore,6.0,149,Czech,Mongolia,Tugrik
What We Do in the Shadows,thriller,4/18/2016,Robinia Antalffy,Wren Kimbury,6.7,175,Estonian,China,Yuan Renminbi
Björk: Volumen,drama,4/10/2020,Sander Kubica,Philbert Downham,9.4,136,Māori,Russia,Ruble
Elvis Meets Nixon,comedy,6/26/2016,Teddy Dubs,Rosalinda Lenoir,9.1,186,German,Japan,Yen
"Cimarron Kid, The",drama,11/11/2021,Stavros Johnsson,Farris Joslin,6.1,141,Guaraní,Nigeria,Naira
Xiu Xiu: The Sent-Down Girl (Tian yu),romance,2/10/2003,Durward Baldoni,Parke Shambrook,8.9,225,Tsonga,China,Yuan Renminbi
Vicky Cristina Barcelona,drama,7/20/2011,Rae enzley,Ira Dudmarsh,2.6,240,Mongolian,Spain,Euro
Separation City,drama,4/17/2015,Joella Gladebeck,Iolanthe Netting,8.9,236,Lao,Portugal,Euro
'Twas the Night Before Christmas,thriller,10/29/2017,Lucien Searson,Aurthur Almeida,9.5,61,Khmer,Zambia,Kwacha
Love Happens,romance,7/20/2008,Tait Oyley,Karen Birchenhead,2.1,86,Hiri Motu,Oman,Rial
Sailor of the King,romance,12/7/2000,Jayson Raubheim,Morly Trussler,4.6,89,Maltese,New Zealand,Dollar
Sunset Park,thriller,10/6/2009,Eleni Hicks,Wendeline Lindsley,5.9,63,Czech,China,Yuan Renminbi
Screamers: The Hunting,thriller,5/11/2000,Cordie Twitching,Anatol Brack,1.3,165,Northern Sotho,Mauritania,Ouguiya
Red Dawn,action,11/11/2017,Anne-marie Bastiman,Cornell Goodchild,8.7,66,Polish,Brazil,Real
Scusa ma ti chiamo amore,comedy,8/30/2007,Wallas Petru,Shay Irons,6.7,235,Oriya,Thailand,Baht
Ice Men,romance,3/31/2006,Scotti Matitiaho,Neils Gildroy,2.4,206,French,China,Yuan Renminbi
"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L')",comedy,4/12/2008,Homere Linebarger,Nisse Biffin,6.7,199,Kazakh,China,Yuan Renminbi
Last Summer in the Hamptons,comedy,5/5/2001,Homere Billin,Des Gerriets,6.0,96,Maltese,Malaysia,Ringgit
Johnny Got His Gun,drama,4/10/2022,Cheslie Sooley,Dietrich Thicking,3.9,157,Aymara,China,Yuan Renminbi
Crisis: Behind a Presidential Commitment,action,3/21/2015,Andrus Bamber,Jarred Tildesley,1.0,189,Kurdish,Belarus,Ruble
Epic Movie,romance,12/1/2014,Miguela Steynor,Ulla Jablonski,4.8,140,Swati,Russia,Ruble
"Vault of Horror, The",action,6/13/2007,Ana Wiggins,Conny Ackerley,4.3,100,Assamese,Sweden,Krona
Mogambo,comedy,2/6/2001,Elsie Give,Betta Caddy,2.0,90,Malayalam,Philippines,Peso
Mystery Team,romance,11/29/2016,Valdemar Blaxeland,Korrie Luparto,2.4,215,West Frisian,Russia,Ruble
One Missed Call (Chakushin ari),drama,8/18/2017,Merna Costley,Lauralee Le Marquis,3.3,105,Japanese,Venezuela,Bolivar
Escape Me Never,romance,11/6/2010,Porter Quilty,Modesta Stobbie,6.4,180,Kashmiri,China,Yuan Renminbi
Curly Sue,drama,4/26/2007,Debbie Lincke,Micky Lakeman,5.5,97,Bulgarian,Portugal,Euro
Forbidden City Cop (Dai lap mat tam 008),action,2/22/2021,Humfrey Gillanders,Kalil Petyanin,6.7,163,Lao,Russia,Ruble
"Sisters, The",thriller,1/6/2003,Dilan Trench,Waneta Link,2.4,78,Chinese,Latvia,Euro
Anything for Her (Pour elle),drama,12/25/2003,Kaitlin Lockart,Ag Beche,5.0,240,Gagauz,Indonesia,Rupiah
Kickboxer,romance,1/13/2004,Piper Towe,Lamond Blair,7.8,94,Gagauz,Guatemala,Quetzal
Lion of the Desert,drama,6/7/2002,Niels Plet,Juana Elijahu,9.5,127,Bulgarian,China,Yuan Renminbi
This Film Is Not Yet Rated,action,12/26/2014,Almeda Redmain,Cloe Guiel,7.3,74,Mongolian,Mexico,Peso
"Robber, The (Der Räuber)",action,6/27/2019,Joyce MacCook,Lucho Fowley,5.0,165,Hiri Motu,Indonesia,Rupiah
Whore,comedy,11/17/2016,Ogdon McCathay,Thomasina Philipsen,9.5,209,Gujarati,Poland,Zloty
Pushover,drama,3/3/2022,Sergeant Carrack,Ricardo Laurenceau,2.3,159,Polish,South Africa,Rand
Treasure Planet,romance,8/11/2004,Channa Cawthera,Kort Bertot,8.0,96,Papiamento,Thailand,Baht
Lucky 7,comedy,4/14/2018,Kristo Miquelet,Rosco Treffry,7.9,68,Amharic,Vietnam,Dong
Woyzeck,drama,5/4/2016,Kara Chstney,Stan Lile,1.1,169,Khmer,France,Euro
Contact,comedy,10/19/2001,Catarina Foat,Deidre Hugnot,2.3,60,Danish,Ukraine,Hryvnia
Rick,drama,2/4/2021,Almeria Virgo,Gilbertine Cosley,2.5,208,Dutch,China,Yuan Renminbi
Flipper,action,3/23/2009,Minnnie Mosedale,Georgia Townsend,6.1,127,Malay,Philippines,Peso
"Black Stallion, The",action,12/30/2002,Jaye Maltman,Donnajean McNeachtain,1.2,194,Khmer,South Africa,Rand
Day and Night (Le jour et la nuit),romance,4/23/2019,Ryan Christauffour,Lora Cooley,2.1,70,Dhivehi,Japan,Yen
Speed Racer,drama,1/15/2006,Costa Filippov,Uriel MacCallister,1.2,131,Icelandic,Iraq,Dinar
